keperluan,izin,cluster
libur semester,IB,0
bertemu dengan keluarga,IB,2
bertemu keluarga,IB,2
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orang tua,IB,4
"-liburan semester_x000d_
-libur panjang_x000d_
-bertemu keluarga",IB,0
bertemu orang tua,IB,4
ingin menjumpai keluarga,IB,0
bertemu keluarga,IB,2
libur lebaran dan bertemu keluarga,IB,0
libur semester,IB,0
bertemu orang tua,IB,4
acara keluarga bersama orang tua,IB,0
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orangtua,IB,1
bertemu keluarga dan menjemput kaka yang baru datang dari luar provinsi,IB,0
menjemput saudari dari bandara,IB,0
bertemu keluarga,IB,2
bertemu keluarga,IB,2
bertemu keluarga,IB,2
melakukan pemulihan kesehatan dan bertemu orang tua,IB,0
libur natal dan libur semester,IB,0
bertemu keluarga,IB,2
bertwmu keluarga,IB,2
libur dan bertemu keluarga,IB,2
pemilihan presiden,IB,0
bertemu keluarga,IB,2
bertemu keluarga,IB,2
bertemu dengan keluarga dan persiapan uts,IB,0
mengikuti ibadah paskah dengan keluarga,IB,0
libur lebaran,IB,0
bertemu keluarga,IB,2
bertemu dengan keluarga,IB,2
libur semester,IB,0
bertemu dengan keluarga,IB,2
bertemu keluarga,IB,2
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orang tua,IB,4
bertemu orang tua,IB,4
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
libur semester_x000d_,IB,0
pulang ke rumah,IB,3
pulang kerumah opung.,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
merayakan paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
libur semester,IB,0
kerumah opung,IB,0
pulang ke rumah opung,IB,3
pulang kerumah orang tua,IB,4
opung sakit,IB,0
kerumah opung,IB,0
pulang kerumah oppung,IB,0
pulang ke rumah opung,IB,3
kerumah oppung boru,IB,0
pulang ke rumah opung,IB,3
libur natal,IB,0
kerumah opung,IB,0
libur,IB,0
rumah opung,IB,0
ke rumah opung,IB,0
libur,IB,0
libur paskah,IB,0
lebaran,IB,0
kerumah opung,IB,0
libur semester,IB,0
bertemu keluarga,IB,2
rumah keluarga,IB,0
kerumah opung,IB,0
kerumah opung,IB,0
kerumah oppung,IB,0
kerumah opung,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
"izin bermalam dirumah , karena sudah bisa ib untuk angkatan 2022",IB,0
libur natal dan mau jumpa teman teman seperjuangan yang sudah di jawa dan juga mau membantu orang tua memasak kue tahun baru,IB,0
ib perdana bertemu teman sma (reuni) dan mengganti selimut yang kebesaran,IB,0
ib balik kerumah,IB,0
menukar celana kuliah yang sudah rusak kancing nya,IB,0
mengantar saudara kebandara dan membantu orang tua menyelesaikan pekerjaan rumah,IB,0
pusing dikarenakan uts yang ngoding trrus,IB,0
ib untuk istirahat sejenak,IB,0
libur paskah kerumah oppung keluarga,IB,0
"ib idul fitri setelah sekian lama berpuasa_x000d_
dan untuk bermaaf maaafan serta makan rendang",IB,0
ib,IB,0
ib seminar menunggu kepastian,IB,0
ib setelah seminar,IB,0
ib setelah seminar pa 1 dan pameran,IB,0
mengantar sahabat pulang,IB,0
ib untuk menenangkan pikiran akibat stress di week 2 ini,IB,0
mengobati rindu yang telah lama ku pendam kepada keluarga,IB,0
ib setelah lama tidak balik kerumah,IB,0
ib mengurus keperluan,IB,0
ib,IB,0
ib untuk membantu orang tua,IB,0
ib,IB,0
ib untuk kesekian kalinya,IB,0
ib persiapan natal  dan menyiapkan diri untuk uas dan proyek,IB,0
libur selesai uas dan nataru,IB,0
ib perdana setelah week 01,IB,0
izin bermalam,IB,0
ib untuk caleg,IB,0
"ib setelah pemilu_x000d_
hidup 02",IB,0
ib bertemu keluarga,IB,2
berjumpa keluarga,IB,0
ib kerumah,IB,0
ib libur paskah,IB,0
ib libur hari raya idul fitri,IB,0
izin bermalam kerumah,IB,0
ib hari rabu malam,IB,0
ib,IB,0
ib kerumah,IB,0
ib refreshinng setelah seminar,IB,0
libur akhir semester setelah selesai pameran pa 2,IB,0
ib kembali kerumah,IB,0
ib kerumah berjumpa saudara dan orang tua,IB,0
ib berjumpa keluarga dirumah,IB,0
ib kembali kerumah,IB,0
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
memghadiri pemakaman opung.,IB,0
libur natal dan tahun baru,IB,0
libur jumat agung dan paskah,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
bertemu orang tua,IB,4
pulang ke rumah teman,IB,3
pulang ke rumah,IB,3
libur,IB,0
libur hari raya idul fitri,IB,0
pulang ke rumah,IB,3
ketemu orang tua,IB,0
libur,IB,0
pulang kerumah,IB,0
menginap di rumah orang tua,IB,0
pulang,IB,3
mau mencari telor naga,IB,0
mau mencari telor naga,IB,0
izin ujian kompetensi dari kominfo yang bekerja sama dengan it del untuk pelatihan,IB,0
mencari telur naga sakti jilid'2,IB,0
mencari telur naga sakti jilid'2,IB,0
izin bermalam,IB,0
pulang,IB,3
pulang kerumah,IB,0
bertanding badminton,IB,0
pulang ke rumah,IB,3
pulang ke rumah mencari telor naga,IB,0
pulang kerumah,IB,0
kerumah bersama ibu,IB,0
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
izin pulang,IB,0
pulang kerumah,IB,0
pulang,IB,3
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang,IB,3
ketemu orang tua,IB,0
libur,IB,0
pulang kerumah,IB,0
menginap di rumah orang tua,IB,0
pulang,IB,3
mau mencari telor naga,IB,0
mau mencari telor naga,IB,0
izin ujian kompetensi dari kominfo yang bekerja sama dengan it del untuk pelatihan,IB,0
mencari telur naga sakti jilid'2,IB,0
mencari telur naga sakti jilid'2,IB,0
izin bermalam,IB,0
pulang,IB,3
pulang kerumah,IB,0
bertanding badminton,IB,0
pulang ke rumah,IB,3
pulang ke rumah mencari telor naga,IB,0
pulang kerumah,IB,0
kerumah bersama ibu,IB,0
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
izin pulang,IB,0
pulang kerumah,IB,0
pulang,IB,3
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang,IB,3
ketemu orang tua,IB,0
libur,IB,0
pulang kerumah,IB,0
menginap di rumah orang tua,IB,0
pulang,IB,3
mau mencari telor naga,IB,0
mau mencari telor naga,IB,0
izin ujian kompetensi dari kominfo yang bekerja sama dengan it del untuk pelatihan,IB,0
mencari telur naga sakti jilid'2,IB,0
mencari telur naga sakti jilid'2,IB,0
izin bermalam,IB,0
pulang,IB,3
pulang kerumah,IB,0
bertanding badminton,IB,0
pulang ke rumah,IB,3
pulang ke rumah mencari telor naga,IB,0
pulang kerumah,IB,0
kerumah bersama ibu,IB,0
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
izin pulang,IB,0
pulang kerumah,IB,0
pulang,IB,3
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang,IB,3
ketemu orang tua,IB,0
libur,IB,0
pulang kerumah,IB,0
menginap di rumah orang tua,IB,0
pulang,IB,3
mau mencari telor naga,IB,0
mau mencari telor naga,IB,0
izin ujian kompetensi dari kominfo yang bekerja sama dengan it del untuk pelatihan,IB,0
mencari telur naga sakti jilid'2,IB,0
mencari telur naga sakti jilid'2,IB,0
izin bermalam,IB,0
pulang,IB,3
pulang kerumah,IB,0
bertanding badminton,IB,0
pulang ke rumah,IB,3
pulang ke rumah mencari telor naga,IB,0
pulang kerumah,IB,0
kerumah bersama ibu,IB,0
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
izin pulang,IB,0
pulang kerumah,IB,0
pulang,IB,3
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang,IB,3
ketemu orang tua,IB,0
libur,IB,0
pulang kerumah,IB,0
menginap di rumah orang tua,IB,0
pulang,IB,3
mau mencari telor naga,IB,0
mau mencari telor naga,IB,0
izin ujian kompetensi dari kominfo yang bekerja sama dengan it del untuk pelatihan,IB,0
mencari telur naga sakti jilid'2,IB,0
mencari telur naga sakti jilid'2,IB,0
izin bermalam,IB,0
pulang,IB,3
pulang kerumah,IB,0
bertanding badminton,IB,0
pulang ke rumah,IB,3
pulang ke rumah mencari telor naga,IB,0
pulang kerumah,IB,0
kerumah bersama ibu,IB,0
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
pulang,IB,3
izin pulang,IB,0
pulang kerumah,IB,0
pulang,IB,3
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang kerumah,IB,0
pulang,IB,3
ketemu orang tua,IB,0
libur,IB,0
pulang kerumah,IB,0
menginap di rumah orang tua,IB,0
pulang,IB,3
mau mencari telor naga,IB,0
mau mencari telor naga,IB,0
izin ujian kompetensi dari kominfo yang bekerja sama dengan it del untuk pelatihan,IB,0
mencari telur naga sakti jilid'2,IB,0
